"","States.Code","States","Year","total_cancer_count","avg_pm25_pop_pred","avg_o3_pop_pred"
"416",48,"Texas",2008,13448,8.4418410069347,41.7576858780052
"417",48,"Texas",2009,12931,8.12021160343163,40.2927246537509
"418",48,"Texas",2010,13056,7.92652051902107,40.5797814626974
"419",48,"Texas",2011,12853,8.39799565726082,44.2137249264444
"420",49,"Utah",2002,486,8.51872424310944,47.3041115127223
"421",49,"Utah",2003,546,7.2879982513607,47.7798038855351
"422",49,"Utah",2004,511,9.28073970358865,46.306151439445
"423",49,"Utah",2005,561,8.31530842261628,47.1855217395396
"424",49,"Utah",2006,572,7.49734510445837,46.9296026857236
"425",49,"Utah",2007,551,6.76304818210578,47.0539357507024
"426",49,"Utah",2008,513,6.92614457307675,46.1481865577303
"427",49,"Utah",2009,627,7.70455604677519,44.4729032632465
"428",49,"Utah",2010,583,6.94831870197062,46.505711830974
"429",49,"Utah",2011,659,6.50735039969439,46.7845049459343
"430",50,"Vermont",2002,391,9.32796037119693,39.8675824098204
"431",50,"Vermont",2003,463,8.7682719074863,39.7548078773819
"432",50,"Vermont",2004,441,8.54833536512064,37.7737550194375
"433",50,"Vermont",2005,478,9.29201378599425,39.1160222018366
"434",50,"Vermont",2006,570,8.07102414244863,36.8511805799594
"435",50,"Vermont",2007,522,8.30727314966683,38.9264883171662
"436",50,"Vermont",2008,497,8.27069756831422,38.0599543158531
"437",50,"Vermont",2009,532,7.6695643238566,36.1489063836155
"438",50,"Vermont",2010,546,7.23447180361705,37.7538057161502
"439",50,"Vermont",2011,528,7.70995536799166,36.7120844317641
"440",51,"Virginia",2002,4414,12.1086731702415,44.8008245232115
"441",51,"Virginia",2003,5014,11.9567877747175,41.5755091262274
"442",51,"Virginia",2004,5086,12.1399542140927,40.2968103268998
"443",51,"Virginia",2005,5227,12.4685319338078,42.5885223059047
"444",51,"Virginia",2006,5156,12.0407962225982,42.9157859185598
"445",51,"Virginia",2007,5080,12.3252586837668,44.6315409305851
"446",51,"Virginia",2008,5355,10.9394639327032,42.4957510222995
"447",51,"Virginia",2009,5447,9.20054136068249,38.9155082418286
"448",51,"Virginia",2010,5282,9.74385653510267,43.9320143590925
"449",51,"Virginia",2011,5180,9.03490393315801,42.2366275748274
"450",53,"Washington",2002,3900,8.7413737061442,32.4652896074532
"451",53,"Washington",2003,4070,8.06987267385218,35.7238668488244
"452",53,"Washington",2004,4053,8.80553061346195,33.1271841218541
"453",53,"Washington",2005,4128,8.72346577657235,33.1786197486582
"454",53,"Washington",2006,4179,8.54260521991995,35.1821799982609
"455",53,"Washington",2007,3974,7.17867498278465,34.3371309441442
"456",53,"Washington",2008,4218,7.27243593394492,34.1738413176992
"457",53,"Washington",2009,4344,8.05947038479485,34.8134489206735
"458",53,"Washington",2010,4432,6.41316196172049,33.1877760084494
"459",53,"Washington",2011,4320,6.61810317529257,33.2764308553129
"460",54,"West Virginia",2002,1996,12.5781630782844,43.5392283469041
"461",54,"West Virginia",2003,1908,11.7897084766207,41.1905752939535
"462",54,"West Virginia",2004,1985,12.1578171528171,38.9805337149912
"463",54,"West Virginia",2005,2132,12.9018568238778,41.8517417670425
"464",54,"West Virginia",2006,2100,12.2250380464351,41.6789267688061
"465",54,"West Virginia",2007,2034,13.5129191807019,44.1891578145856
"466",54,"West Virginia",2008,2140,11.6374827974478,41.7677817796051
"467",54,"West Virginia",2009,2048,10.4507609711912,39.0470714655943
"468",54,"West Virginia",2010,1953,11.0299286202476,43.193643392122
"469",54,"West Virginia",2011,2045,9.85934352972435,40.9514826356635
"470",55,"Wisconsin",2002,3555,9.89578358801086,37.6547945209747
"471",55,"Wisconsin",2003,3659,9.97494323636299,39.3212550845695
"472",55,"Wisconsin",2004,3695,9.5093199496458,36.459906575603
"473",55,"Wisconsin",2005,3710,10.3121846252262,39.4547769054105
"474",55,"Wisconsin",2006,3832,9.74383575836417,37.2669330657758
"475",55,"Wisconsin",2007,3818,10.4355956581247,38.5254421363777
"476",55,"Wisconsin",2008,3944,10.2616116125689,37.3938281212284
"477",55,"Wisconsin",2009,3848,9.63169299678846,35.4128572077926
"478",55,"Wisconsin",2010,4082,8.87246876063289,37.830711313817
"479",55,"Wisconsin",2011,4129,8.99389214837148,37.4564313359278
"480",56,"Wyoming",2002,259,6.46784428430531,43.1454544608787
"481",56,"Wyoming",2003,295,6.73436445308951,43.7745826221293
"482",56,"Wyoming",2004,276,6.64815906460303,42.1742557325741
"483",56,"Wyoming",2005,291,6.29820184635641,43.8655798361814
"484",56,"Wyoming",2006,272,6.3891181447981,44.4933590819458
"485",56,"Wyoming",2007,272,6.00413768622947,45.1744265801813
"486",56,"Wyoming",2008,301,6.16045839916166,45.3725958463496
"487",56,"Wyoming",2009,306,6.2774698065797,42.8660184887384
"488",56,"Wyoming",2010,304,5.9715825598683,44.9411378366312
"489",56,"Wyoming",2011,285,5.9327407704679,45.517654202658
